id,title,release_date,popularity,vote_average,vote_count,genre_ids,original_language
573435,Bad Boys: Ride or Die,2024-06-05,15.22,7.328,3280,28|35|80,en
1317149,I Swear,2025-09-22,15.2137,8.319,207,18|36,en
14160,Up,2009-05-28,15.1953,7.959,21536,16|35|10751|12,en
866398,The Beekeeper,2024-01-08,15.088,7.2,4118,28|80|53,en
9769,Lolita,1997-09-27,15.0631,7.107,1950,18|10749,en
246,Zatoichi,2003-09-06,15.0603,7.242,950,12|18|28,ja
1035259,The Naked Gun,2025-07-30,15.0489,6.363,1617,28|35|80,en
28468,The Key,1983-10-19,15.0317,6.0,434,18|10749,it
337167,Fifty Shades Freed,2018-01-17,15.0036,6.7,8320,18|10749,en
539,Psycho,1960-06-22,14.975,8.415,10917,27|53|9648,en
1252309,Tell Me What You Want,2024-11-29,14.9054,6.166,280,10749|18,es
4232,Scream,1996-12-20,14.9022,7.429,7857,80|27|9648,en
128,Princess Mononoke,1997-07-12,14.8924,8.325,8901,12|14|16,ja
346,Seven Samurai,1954-04-26,14.8433,8.453,4177,28|18,ja
280,Terminator 2: Judgment Day,1991-07-03,14.8386,8.145,14134,28|53|878,en
986056,Thunderbolts*,2025-04-30,14.8299,7.293,3389,28|878|12,en
744,Top Gun,1986-05-16,14.8221,7.06,9449,28|18|10749,en
812037,Last Summer,2023-09-13,14.8202,6.1,242,18,fr
290098,The Handmaiden,2016-06-01,14.7868,8.189,4260,53|18|10749,ko
1575337,Cosmic Princess Kaguya!,2026-01-22,14.7768,8.493,68,16|14|10402|878,ja
637649,Wrath of Man,2021-04-22,14.7637,7.58,6022,53|80|18,en
384527,Dolce... calda Lisa,1980-03-28,14.752,4.7,12,18,it
16859,Kiki's Delivery Service,1989-07-29,14.751,7.834,4525,16|10751|14,ja
106,Predator,1987-06-12,14.6961,7.545,8987,878|28|12|53,en
823219,Flow,2024-08-29,14.6842,8.088,2744,16|12|14|10751,lv
9502,Kung Fu Panda,2008-06-04,14.6618,7.3,12532,16|10751|18|35|28,en
313369,La La Land,2016-12-01,14.6351,7.898,17988,35|18|10749,en
1100988,28 Years Later,2025-06-18,14.6246,6.602,2418,27|53|878,en
14161,2012,2009-10-10,14.6198,5.873,12659,28|12|878,en
82693,Silver Linings Playbook,2012-11-16,14.6119,7.2,12589,18|35|10749,en
695721,The Hunger Games: The Ballad of Songbirds & Snakes,2023-11-15,14.5784,7.0,3459,878|28,en
59,A History of Violence,2005-09-23,14.5588,7.165,3676,18|53|80,en
418578,The Quest of the Sex: A Holly Hole,2005-08-03,14.5437,4.0,1,18,zh
812,Aladdin,1992-11-25,14.5166,7.653,11942,16|10751|12|14|10749,en
1327862,Regretting You,2025-10-22,14.5047,6.972,359,10749|18,en
1220522,Dacoit,2026-04-10,14.4975,6.5,2,28|10749|53,te
62,2001: A Space Odyssey,1968-04-02,14.495,8.054,12486,878|9648|12,en
62201,Shahenshah,1988-01-29,14.4778,6.3,26,28,hi
16869,Inglourious Basterds,2009-08-02,14.456,8.217,24007,18|53|10752,en
19404,Dilwale Dulhania Le Jayenge,1995-10-20,14.4461,8.5,4572,35|18|10749,hi
786892,Furiosa: A Mad Max Saga,2024-05-22,14.419,7.452,4778,28|878|12,en
439079,The Nun,2018-09-05,14.4183,5.902,7131,27,en
1248226,Playdate,2025-11-04,14.3099,6.04,571,28|35|10751,en
1245347,Twinless,2025-09-04,14.2841,7.277,121,35|18,en
857,Saving Private Ryan,1998-07-24,14.225,8.2,17068,10752|18|36,en
453395,Doctor Strange in the Multiverse of Madness,2022-05-04,14.18,7.225,10211,14|28|12,en
694,The Shining,1980-05-23,14.1603,8.205,18791,27|53,en
38757,Tangled,2010-11-24,14.1323,7.61,12300,16|10751|12,en
646385,Scream,2022-01-12,14.0716,6.7,3820,27|9648,en
934433,Scream VI,2023-03-08,14.0531,6.952,3132,27|53|80,en
1011477,Karate Kid: Legends,2025-05-08,14.0491,7.0,1157,28|12|18,en
1097549,Babygirl,2024-12-25,13.9847,5.692,1169,10749|53,en
140638,"Pussycat, Pussycat, I Love You",1970-03-25,13.9843,4.4,22,35,en
2105,American Pie,1999-07-09,13.98,6.604,8232,35|10749,en
539972,Kraven the Hunter,2024-12-11,13.9779,6.431,2284,28|12|53,en
823464,Godzilla x Kong: The New Empire,2024-03-27,13.8934,7.047,4591,28|12|878,en
1542995,Bonolota Express,2026-03-21,13.8788,0.0,0,18|35,bn
1180831,Troll 2,2025-11-30,13.848,6.405,458,28|14|53,no
425,Ice Age,2002-03-14,13.8424,7.37,14189,16|35|10751|12,en
1231914,Female Workers: Romance at Work 3,2023-11-25,13.8326,4.0,1,10749,ko
1198984,We Bury the Dead,2026-01-01,13.8296,6.03,165,27|53,en
49051,The Hobbit: An Unexpected Journey,2012-12-12,13.8141,7.37,19511,12|14|28,en
198663,The Maze Runner,2014-09-10,13.785,7.188,17996,28|9648|878|53,en
466272,Once Upon a Time... in Hollywood,2019-07-24,13.7847,7.424,14728,35|18|53,en
20352,Despicable Me,2010-07-08,13.7445,7.3,15977,10751|35|16|878|80,en
1654429,Crush The Wicked,2026-03-20,13.7335,0.0,0,28|80,zh
447365,Guardians of the Galaxy Vol. 3,2023-05-03,13.7255,7.924,8183,878|12|28,en
24,Kill Bill: Vol. 1,2003-10-10,13.7184,7.972,18787,28|80,en
545611,Everything Everywhere All at Once,2022-03-24,13.7078,7.72,7835,28|12|878,en
10379,Drop Dead Fred,1991-04-19,13.6896,5.8,394,35|14|10751,en
1406657,Scarlet,2025-11-21,13.6484,7.212,73,16|28|18|878,ja
578,Jaws,1975-06-20,13.6274,7.7,11445,27|53|12,en
209112,Batman v Superman: Dawn of Justice,2016-03-23,13.617,5.992,18879,28|12|14,en
28,Apocalypse Now,1979-05-19,13.5802,8.269,9001,18|10752,en
103,Taxi Driver,1976-02-09,13.5782,8.127,13333,80|18,en
4348,Pride & Prejudice,2005-09-16,13.5118,8.049,8696,18|10749,en
43347,Love & Other Drugs,2010-11-22,13.5051,7.038,5547,18|35|10749,en
510,One Flew Over the Cuckoo's Nest,1975-11-19,13.4942,8.413,11353,18,en
105864,The Good Dinosaur,2015-11-14,13.4709,6.7,5938,12|16|10751,en
64641,Monika,1974-02-28,13.4337,4.5,19,10749|18,it
283995,Guardians of the Galaxy Vol. 2,2017-04-19,13.4329,7.608,22806,878|12|28,en
8392,My Neighbor Totoro,1988-04-16,13.4163,8.063,8736,14|16|10751,ja
4247,Scary Movie,2000-07-07,13.4025,6.389,7675,35,en
926393,The Equalizer 3,2023-08-30,13.394,7.291,3649,28|53|80,en
297762,Wonder Woman,2017-05-30,13.3768,7.208,20814,28|12|14,en
452073,Young Sister-In-Law 2,2017-02-08,13.3698,4.9,11,10749,ko
1215106,Ko Ga Loak Village,2025-11-06,13.365,3.8,5,35|27,th
138843,The Conjuring,2013-07-18,13.357,7.537,12620,27|53,en
47971,xXx: Return of Xander Cage,2017-01-13,13.3552,6.132,9200,28|12|80,en
812583,Wake Up Dead Man: A Knives Out Mystery,2025-11-26,13.351,7.202,2356,53|9648|35,en
940721,Godzilla Minus One,2023-11-03,13.3266,7.573,3085,878|27|28,ja
447273,Snow White,2025-03-19,13.3256,4.322,1602,10751|14,en
423,The Pianist,2002-09-17,13.3239,8.375,10050,18|10752,en
1124,The Prestige,2006-10-17,13.3031,8.206,17438,18|9648|878,en
953,Madagascar,2005-05-25,13.2903,6.921,11643,16|12|35|10751,en
161,Ocean's Eleven,2001-12-07,13.2587,7.458,12453,53|80,en
698700,Younger Sister-in-law,2018-05-17,13.221,5.0,1,10749,ko
329865,Arrival,2016-11-10,13.1833,7.625,19187,18|878|9648,en
1284460,Alpha,2025-08-20,13.1553,6.4,106,27|18|878,fr
945961,Alien: Romulus,2024-08-13,13.1534,7.168,4446,27|878,en
1242501,Icefall,2025-10-16,13.1033,6.4,149,28|80|53,en
809,Shrek 2,2004-05-19,13.1027,7.31,13336,16|10751|35|14|10749,en
696506,Mickey 17,2025-02-28,13.0992,6.83,3436,878|35|12,en
1300968,The Hunger Games: Sunrise on the Reaping,2026-11-18,13.0958,0.0,0,878|28|12,en
300668,Annihilation,2018-02-22,13.0902,6.44,9287,878|27,en
639988,No Other Choice,2025-09-24,13.0858,7.5,935,35|80|53,ko
269955,Obsessed,2014-05-14,13.0792,6.6,79,18,ko
82690,Wreck-It Ralph,2012-11-01,13.0611,7.356,13002,10751|16|35|12,en
863,Toy Story 2,1999-10-30,13.0486,7.604,14788,16|35|10751,en
1091,The Thing,1982-06-25,13.0298,8.069,7831,27|9648|878,en
822119,Captain America: Brave New World,2025-02-12,13.009,5.978,3021,28|53|878,en
637,Life Is Beautiful,1997-12-20,12.997,8.439,13905,35|18,it
10193,Toy Story 3,2010-06-16,12.959,7.804,15620,16|10751|35,en
1439112,Muzzle: City of Wolves,2025-11-13,12.9581,6.681,127,28|53|9648,en
1375646,Colony,2026-05-21,12.9535,0.0,0,28|53|27|9648,ko
1336770,Vaazha II,2026-04-02,12.9458,6.0,1,35|18|28,ml
49026,The Dark Knight Rises,2012-07-17,12.9448,7.793,24196,28|80|18|53,en
10625,Mean Girls,2004-04-30,12.9356,7.224,9385,18|35,en
1368337,The Odyssey,2026-07-15,12.9066,0.0,0,12|18|14,en
1359,American Psycho,2000-04-13,12.9057,7.408,12171,53|18|80,en
1469458,Sambhavam Adhyayam Onnu,2026-03-06,12.9001,6.5,3,14|53|18,ml
18785,The Hangover,2009-06-02,12.898,7.33,17975,35,en
615457,Nobody,2021-03-18,12.8589,7.882,8212,28|53,en
336843,Maze Runner: The Death Cure,2018-01-10,12.849,7.1,8334,878|28|12|53,en
324552,John Wick: Chapter 2,2017-02-08,12.8442,7.337,14145,28|53|80,en
575264,Mission: Impossible - Dead Reckoning Part One,2023-07-08,12.8425,7.5,5042,28|53|12,en
1430,Bowling for Columbine,2002-10-09,12.8272,7.511,1678,99|18,en
378064,A Silent Voice: The Movie,2016-09-17,12.8139,8.388,4433,16|18|10749,ja
1056719,Terror Firma,2023-06-24,12.8034,6.0,2,53,en
10867,Malena,2000-10-27,12.8004,7.428,2473,18,it
146233,Prisoners,2013-09-19,12.7292,8.104,12929,18|53|80,en
68718,Django Unchained,2012-12-25,12.7257,8.19,27845,18|37,en
1341137,A Great Awakening,2026-04-03,12.7178,8.0,2,18|36,en
1734,The Mummy Returns,2001-05-04,12.7162,6.397,7597,12|28|14,en
1487320,The Giant Falls,2026-04-01,12.6838,6.9,17,18,es
383498,Deadpool 2,2018-05-15,12.671,7.49,19098,28|35|12,en
624860,The Matrix Resurrections,2021-12-16,12.6666,6.3,6394,878|28|12,en
10494,Perfect Blue,1998-02-28,12.6651,8.303,3130,16|53,ja
843527,The Idea of You,2024-05-02,12.6535,7.304,1904,10402|35|10749|18,en
1400336,Focker-In-Law,2026-11-25,12.6479,0.0,0,35|10749,en
1288445,Mutiny,2026-08-19,12.6419,0.0,0,28|80|53,en
4951,10 Things I Hate About You,1999-03-30,12.6383,7.6,8838,35|10749|18,en
272,Batman Begins,2005-06-10,12.6292,7.723,22447,18|80|28,en
507086,Jurassic World Dominion,2022-06-01,12.6249,6.604,6979,12|28|878,en
285,Pirates of the Caribbean: At World's End,2007-05-19,12.6177,7.266,15348,12|14|28,en
6977,No Country for Old Men,2007-11-09,12.5927,7.95,13186,80|53|37,en
1241752,Rita,2024-03-22,12.5821,6.0,20,18,tl
810693,Jujutsu Kaisen 0,2021-12-24,12.5745,8.111,1698,16|28|14,ja
860410,Asebamu Akahadaka Tsuma,2017-01-01,12.5718,10.0,1,,zh
308624,The Story of Ong-nyeo,2014-08-21,12.5554,5.0,5,10749|18,ko
1022787,Elio,2025-06-18,12.5522,6.9,939,16|10751|878|12|35,en
62177,Brave,2012-06-21,12.5487,7.022,14082,16|10751|14|12,en
205596,The Imitation Game,2014-11-14,12.5361,7.985,17966,36|18|53|10752,en
588228,The Tomorrow War,2021-09-03,12.5098,7.469,4042,28|878|12,en
1199193,Pose,2026-02-25,12.4909,6.333,30,53,en
701387,Bugonia,2025-10-23,12.4787,7.4,1769,878|53|35,en
558449,Gladiator II,2024-11-13,12.4758,6.615,4327,28|12|18,en
260514,Cars 3,2017-06-15,12.4451,6.9,6342,16|10751|18,en
440249,After Porn Ends 2,2017-03-28,12.4437,5.3,246,99,en
489,Good Will Hunting,1997-12-05,12.379,8.159,13712,18,en
9806,The Incredibles,2004-10-27,12.3789,7.723,18772,28|12|16|10751,en
911916,Spider-Man: Beyond the Spider-Verse,2027-06-17,12.3658,0.0,0,16|28|12|878,en
296096,Me Before You,2016-06-01,12.3562,7.916,13155,18|10749,en
1384216,The Dog Stars,2026-08-26,12.3199,0.0,0,12|878|53,en
508442,Soul,2020-12-25,12.2862,8.093,11323,16|10751|18|10402|14,en
77,Memento,2000-10-11,12.2831,8.177,16096,9648|53,en
1084199,Companion,2025-01-22,12.266,7.009,2204,27|878|53,en
284053,Thor: Ragnarok,2017-10-02,12.2526,7.581,21888,28|878|35,en
954,Mission: Impossible,1996-05-22,12.2459,7.023,9898,12|28|53,en
414419,Kill Bill: The Whole Bloody Affair,2011-03-27,12.2368,8.1,1214,28|80,en
68726,Pacific Rim,2013-07-11,12.2208,6.918,13249,28|878|12,en
679,Aliens,1986-07-18,12.2156,7.962,10740,28|53|878,en
1422211,The Pursuit of Lust,2025-01-23,12.1892,6.8,12,10749|18,mn
9470,Kung Fu Hustle,2004-02-10,12.186,7.489,3130,28|35|80|14,cn
170,28 Days Later,2002-10-31,12.1758,7.242,8383,27|53|878,en
10020,Beauty and the Beast,1991-10-22,12.125,7.726,10609,10749|10751|16|14,en
10674,Mulan,1998-06-18,12.1245,7.902,10350,16|10751|12,en
1120911,Saturday Night,2024-09-27,12.1121,6.68,345,35|18,en
1252037,The Tank,2025-09-18,12.1054,7.069,399,10752|28|18,de
505642,Black Panther: Wakanda Forever,2022-11-09,12.0733,7.0,7387,28|12|878,en
1144107,The Legend of Hei 2,2025-07-18,12.0718,8.5,46,16|14|28,zh
920,Cars,2006-06-08,12.0681,7.024,15020,16|12|35|10751,en
737057,Suspicious Practice Room: Special Treatment of Mother's Friend,2018-03-06,12.0673,2.7,3,18|10749,ko
982843,The Great Flood,2025-09-18,12.0204,5.995,663,878|12|18,ko
311,Once Upon a Time in America,1984-05-23,12.0162,8.384,5978,18|80,en
293172,La svergognata,1974-08-17,12.0135,3.2,4,10749|35,it
667538,Transformers: Rise of the Beasts,2023-06-06,12.0038,7.174,5224,878|12|28,en
1422,The Departed,2006-10-04,12.0008,8.2,16065,18|53|80,en
640,Catch Me If You Can,2002-12-16,11.9953,8.0,16953,18|80,en
284054,Black Panther,2018-02-13,11.9771,7.362,23362,28|12|878,en
1865,Pirates of the Caribbean: On Stranger Tides,2011-05-15,11.9275,6.566,14857,12|28|14,en
27,9 Songs,2004-07-16,11.9084,5.531,572,18|10402|10749,en
1064213,Anora,2024-10-14,11.894,7.1,3082,18|35|10749,en
436969,The Suicide Squad,2021-07-28,11.8514,7.463,9503,28|35|12,en
82695,Les Misérables,2012-12-18,11.8406,7.308,5549,36|18,en
335983,Venom,2018-09-28,11.8305,6.825,17134,878|28,en
18,The Fifth Element,1997-05-02,11.8087,7.566,11590,878|28|12,fr
598,City of God,2002-08-30,11.79,8.429,8106,18|80,pt
38365,Grown Ups,2010-06-24,11.7894,6.397,6615,35,en
1635276,Eat Pray Bark,2026-04-01,11.771,5.697,71,35,de
1220564,The Secret Agent,2025-07-23,11.7581,7.308,609,80|18|53,pt
1119878,Ice Road: Vengeance,2025-06-27,11.7506,6.256,601,28|53|18,en
10191,How to Train Your Dragon,2010-03-18,11.7397,7.857,14261,14|12|16|10751,en
497698,Black Widow,2021-07-07,11.7333,7.17,11142,28|12|878,en
18240,The Proposal,2009-06-02,11.7275,7.146,7392,35|10749|18,en
10835,The Killer,1989-03-24,11.7256,7.58,889,28|80|18|53,cn
9552,The Exorcist,1973-12-26,11.721,7.741,8562,27|18,en
10195,Thor,2011-04-21,11.6525,6.769,22225,12|14|28,en
537915,After,2019-04-11,11.6495,7.109,8501,18|10749,en
1891,The Empire Strikes Back,1980-05-20,11.638,8.393,18274,12|28|878,en
8689,Cannibal Holocaust,1980-02-07,11.6376,6.271,1835,27,it
552848,Invitation Girl,2018-06-26,11.6283,4.2,5,10749,ko
976573,Elemental,2023-06-14,11.6279,7.578,5239,16|10751|10749|14|35,en
1602783,Thaai Kizhavi,2026-02-27,11.607,6.857,7,35|18,ta
64690,Drive,2011-09-15,11.5827,7.584,13508,18|53|80,en
1181678,¿Quieres ser mi hijo?,2023-09-21,11.5807,8.519,313,35|10749,en
665,Ben-Hur,1959-11-18,11.5429,7.885,3107,36|18|12,en
1008409,The Bikeriders,2024-06-19,11.5091,6.674,1116,80|18,en
651114,Underwater,2016-09-24,11.5037,0.0,0,18,en
22881,The Blind Side,2009-11-20,11.4973,7.665,6785,18,en
718930,Bullet Train,2022-08-03,11.4785,7.413,7410,28|35|53,en
628847,Trap House,2025-11-14,11.4611,6.5,253,28|80|53,en
392044,Murder on the Orient Express,2017-11-03,11.4563,6.707,10480,9648|18|80,en
458156,John Wick: Chapter 3 - Parabellum,2019-05-15,11.4535,7.438,11630,28|53|80,en
1366,Rocky,1976-12-03,11.4232,7.796,8546,18,en
568124,Encanto,2021-10-13,11.419,7.57,10141,16|35|10751|14,en
1058710,Bloodline Killer,2024-04-26,11.4079,6.0,56,27|53,en
619979,Deep Water,2022-03-17,11.407,5.821,1616,18|9648|53,en
687259,Ghost Stories,1982-01-01,11.4028,6.2,2,27,zh
580489,Venom: Let There Be Carnage,2021-09-30,11.4024,6.747,11100,878|28|12,en
78,Blade Runner,1982-06-25,11.3935,7.939,14865,878|18|53,en
1658217,Sawsawan,2026-04-10,11.3927,5.0,1,18,tl
493922,Hereditary,2018-06-07,11.3651,7.294,8482,27|9648|53,en
131631,The Hunger Games: Mockingjay - Part 1,2014-11-19,11.336,6.817,16647,878|12|53,en
348893,Boyka: Undisputed IV,2016-08-01,11.334,7.2,1436,28|18|53|80,en
1495694,Beauty from Pain,2025-12-18,11.3205,7.0,14,10749|18,en
76492,Hotel Transylvania,2012-09-20,11.3044,6.963,9129,16|35|10751|14,en
176,Saw,2004-10-01,11.2964,7.42,9972,27|9648|80,en
72105,Ted,2012-06-29,11.2948,6.448,13079,35|14,en
546554,Knives Out,2019-11-27,11.29,7.839,13888,35|80|9648,en
1366906,The Gates,2026-03-13,11.286,6.556,10,53,en
921711,Tamil Rockers,2021-12-31,11.2811,4.0,2,35|53,ta
298618,The Flash,2023-06-13,11.2739,6.617,4927,28|878|12,en
12201,Edge of Darkness,2010-01-28,11.2732,6.415,1702,80|18|9648|53,en
11970,Hercules,1997-06-13,11.2704,7.491,7873,16|10751|14|12|35|10749,en
1724,The Incredible Hulk,2008-06-12,11.2416,6.233,12597,878|28|12,en
1043197,Dust Bunny,2025-12-11,11.2241,6.596,232,14|28|27,en
621,Grease,1978-06-16,11.2168,7.372,7626,10749|35,en
7485,Shooter,2007-03-22,11.2076,7.116,5389,18|28|53,en
1010756,The Strangers: Chapter 2,2025-09-25,11.2,6.1,286,27|53,en
963261,"Son's Girlfriend, Daddy's Girlfriend 2",2022-04-01,11.1851,4.0,2,10749,ko
73,American History X,1998-07-01,11.1664,8.328,12468,18,en
604,The Matrix Reloaded,2003-05-15,11.1661,7.071,11850,12|28|53|878,en
840326,Sisu,2022-09-09,11.163,7.414,2777,28|10752|53,fi
940551,Migration,2023-12-06,11.158,7.349,2215,10751|35|12|16,en
381288,Split,2017-01-19,11.1516,7.341,18240,27|53,en
480530,Creed II,2018-11-21,11.1383,7.027,5750,18|28,en
615656,Meg 2: The Trench,2023-08-02,11.1381,6.378,3918,28|878|27,en
1669929,La huella del oro,2026-04-13,11.1362,6.75,8,16|28|18,es
297090,The Torture Club,2014-07-19,11.1265,5.2,48,18|35,ja
670292,The Creator,2023-09-27,11.1074,7.0,3760,878|28|12,en
948,Halloween,1978-10-24,11.0938,7.556,6123,27|53,en
11688,The Emperor's New Groove,2000-12-15,11.0858,7.559,7243,12|16|35|10751|14,en
447277,The Little Mermaid,2023-05-18,11.0807,6.274,3282,12|10751|14|10749,en
235,Stand by Me,1986-08-08,11.0734,7.838,6452,80|18,en
87101,Terminator Genisys,2015-06-23,11.0528,5.952,8916,878|28|53,en
49521,Man of Steel,2013-06-12,11.0476,6.6,16081,28|12|878,en
791373,Zack Snyder's Justice League,2021-03-18,11.0432,8.09,10730,28|12|14,en
519465,Queen of Hearts,2019-03-27,11.0345,6.907,370,18,da
242582,Nightcrawler,2014-10-23,11.0142,7.709,11625,80|18|53,en
419430,Get Out,2017-02-24,10.9861,7.622,18751,9648|53|27,en
862739,The Virgin of the Quarry Lake,2025-04-08,10.9733,5.931,29,27|53,es
616037,Thor: Love and Thunder,2022-07-06,10.9577,6.372,8484,14|28|35,en
1163,The Miracle Worker,2000-11-12,10.9464,7.1,38,18|10770,en
1034541,Terrifier 3,2024-10-09,10.94,6.788,1916,27,en
1174870,The Part of His Life He Wants to Show Me,2023-08-24,10.9198,5.0,3,18,es
760104,X,2022-03-17,10.9142,6.72,3903,27|53,en
1291335,Solo Mio,2026-02-05,10.9055,7.085,117,10749|35,en
10591,The Girl Next Door,2004-04-09,10.9023,6.733,3958,35|10749,en
263115,Logan,2017-02-28,10.8936,7.819,20283,28|18|878,en
1084244,Toy Story 5,2026-06-17,10.8838,0.0,0,16|10751|35|12,en
152601,Her,2013-12-18,10.864,7.841,15204,10749|878|18,en
273481,Sicario,2015-09-17,10.8594,7.4,9460,28|80|53,en
745,The Sixth Sense,1999-08-06,10.8578,7.95,12748,9648|53|18,en
287649,Scarlet Innocence,2014-10-02,10.8489,6.1,68,53|18|10749,ko
298250,Jigsaw,2017-10-25,10.8438,6.216,3928,27|9648,en
713704,Evil Dead Rise,2023-04-12,10.8421,6.913,3597,27|53,en
957119,Sidelined: The QB and Me,2025-02-06,10.8359,6.189,209,35|10749,en
1646142,Terrestrial,2024-10-13,10.8279,6.5,2,27,en
118,Charlie and the Chocolate Factory,2005-07-13,10.821,7.038,16036,12|35|10751|14,en
420817,Aladdin,2019-05-22,10.8204,7.085,10565,12|14|10749|10751,en
1087891,The Amateur,2025-04-09,10.8138,7.0,1554,53|28,en
615777,Babylon,2022-12-22,10.8092,7.4,3725,18|35,en
532794,Sex Plate 17,2017-11-13,10.7848,6.1,12,35|18|10749,ko
653346,Kingdom of the Planet of the Apes,2024-05-08,10.7753,7.057,4195,878|12|28,en
801335,Girl in the Basement,2021-02-27,10.7521,7.57,841,53|80|10770,en
1465563,A Poet,2025-08-28,10.7502,7.6,27,35|18,es
601666,I Care a Lot,2021-02-19,10.7463,6.576,2949,80|53|18|35,en
941109,Play Dirty,2025-09-30,10.7414,6.6,601,80|28|53,en
64348,Robotrix,1991-05-31,10.7409,5.9,45,28|35|80|10749|878|53,cn
645710,The Voyeurs,2021-08-25,10.6974,6.51,1153,53,en
436270,Black Adam,2022-10-19,10.6894,6.814,6955,28|12|878,en
1064028,Subservience,2024-08-15,10.6805,6.624,973,878|27|53,en
1083637,Kantara - A Legend: Chapter 1,2025-10-01,10.6802,7.1,74,28|18|14,kn
120467,The Grand Budapest Hotel,2014-02-26,10.6713,8.0,15960,35|18,en
345,Eyes Wide Shut,1999-07-16,10.6532,7.488,6960,18|53|9648,en
257344,Pixels,2015-07-16,10.6514,5.768,7989,28|35|878,en
197,Braveheart,1995-05-24,10.6313,7.942,11016,28|18|36|10752,en
36557,Casino Royale,2006-11-14,10.6301,7.57,11593,12|28|53,en
153104,Wicked Minds,2003-03-01,10.6258,6.333,51,9648|18|10749|53|10770,en
301528,Toy Story 4,2019-06-19,10.6178,7.466,10448,10751|35|16|12,en
249397,Nymphomaniac: Vol. II,2013-12-25,10.6133,6.707,3117,18|9648,en
420818,The Lion King,2019-07-12,10.6051,7.099,10700,12|18|10751|16,en
607,Men in Black,1997-07-02,10.6027,7.2,14724,28|12|35|878,en
333339,Ready Player One,2018-03-28,10.5988,7.6,16761,12|28|878,en
1600672,EVANGELION 30th Anniversary Special Screening,2026-02-21,10.5951,8.0,5,16|878|35,ja
508883,The Boy and the Heron,2023-07-14,10.5854,7.408,2590,16|14|18,ja
490132,Green Book,2018-11-16,10.5746,8.2,12752,18|35|36,en
630,The Wizard of Oz,1939-08-15,10.5582,7.585,6071,12|14|10751,en
1072790,Anyone But You,2023-12-21,10.5518,6.79,3008,10749|35,en
335,Once Upon a Time in the West,1968-12-21,10.5458,8.3,4851,18|37,it
1008953,Incoming,2024-08-22,10.5422,6.241,348,35,en
301,Rio Bravo,1959-03-08,10.5165,7.806,1252,37|18,en
105825,Erotic Ghost Story III,1992-03-05,10.4867,5.5,30,27|18|14,cn
297802,Aquaman,2018-12-07,10.4683,6.867,14830,28|12|14,en
284052,Doctor Strange,2016-10-25,10.4622,7.419,23310,14|12|28,en
601,E.T. the Extra-Terrestrial,1982-06-11,10.46,7.513,11923,878|12|10751|14,en
1381027,Good Boy,2026-03-06,10.4529,7.317,71,53|18|9648,en
49013,Cars 2,2011-06-11,10.4493,6.176,8423,16|10751|12|35,en
1111873,Abigail,2024-04-16,10.4406,6.671,2018,27|53,en
1241436,Warfare,2025-04-09,10.4376,7.076,1394,10752|28,en
585511,Luck,2022-08-05,10.4176,7.728,1928,16|12|35|14,en
530385,Midsommar,2019-07-03,10.3811,7.152,7982,27|18|9648,en
14537,Harakiri,1962-09-15,10.3761,8.438,1186,28|18|36,ja
1294203,My Fault: London,2025-02-12,10.3677,7.4,545,18|10749,en
321612,Beauty and the Beast,2017-03-16,10.3503,6.968,15962,10751|14|10749,en
1542352,Youth,2026-03-19,10.3469,6.0,1,35|10749|18,ta
6844,The Ten Commandments,1956-10-05,10.3444,7.774,1834,18|36,en
5548,RoboCop,1987-07-17,10.3353,7.355,5668,28|53|878,en
424694,Bohemian Rhapsody,2018-10-24,10.3311,7.958,17667,10402|18,en
18491,Neon Genesis Evangelion: The End of Evangelion,1997-07-19,10.3264,8.261,1827,16|878|18|14,ja
